Name,Rarity,Class,Type,Global release,Japan release,Global EZA release,Japan EZA release,Global EZA,Japan EZA,HP 55%,ATK 55%,DEF 55%,HP 100%,ATK 100%,DEF 100%,HP 55% EZA,ATK 55% EZA,DEF 55% EZA,HP 100% EZA,ATK 100% EZA,DEF 100% EZA,Categories,ID,Url
Vanguard Warrior's True Value Super Saiyan 2 Gohan (Teen),UR,Super,PHY,2018-01-01,2017-09-04,2021-11-25,2021-07-20,Yes,Yes,10745,10426,6255,14145,13426,8855,13695,13268,7690,17095,16268,10290,"Hybrid Saiyans, Majin Buu Saga, Goku's Family, Siblings' Bond, Kamehameha (Category), Super Saiyan 2, Defenders of Justice, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",11137,https://dbz-dokkanbattle.fandom.com/wiki/Vanguard_Warrior%27s_True_Value_Super_Saiyan_2_Gohan_(Teen)
Victor of the Future Super Saiyan Trunks (Future),UR,Super,TEQ,2020-02-03,2019-10-03,na,na,No,No,10551,11207,6988,13151,14607,9988,na,na,na,na,na,na,"Hybrid Saiyans, Future Saga, Time Travelers, Vegeta's Family, Super Saiyans, Androids-Cell Saga, Bond of Master and Disciple, Revenge, Battle of Wits, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters",11815,https://dbz-dokkanbattle.fandom.com/wiki/Victor_of_the_Future_Super_Saiyan_Trunks_(Future)
Victorious Smile Pan (GT),UR,Super,AGL,2020-04-29,2019-12-05,na,na,No,No,13213,11125,7238,15813,14125,10638,na,na,na,na,na,na,"Hybrid Saiyans, Dragon Ball Seekers, Goku's Family, Youth, Space-Traveling Warriors, GT Heroes, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11523,https://dbz-dokkanbattle.fandom.com/wiki/Victorious_Smile_Pan_(GT)
Victory at Hand Gotenks,UR,Super,STR,2017-12-11,2017-06-01,2023-06-30,2023-04-17,Yes,Yes,10585,10673,6401,13585,14073,9001,13238,13297,7756,16238,16697,10356,"Fusion, Hybrid Saiyans, Majin Buu Saga, Youth, Kamehameha (Category), Special Pose, Rapid Growth, Connected Hope, Gifted Warriors, Heavenly Events, Time Limit, Entrusted Will, Fused Fighters, Earth-Bred Fighters",11108,https://dbz-dokkanbattle.fandom.com/wiki/Victory_at_Hand_Gotenks
Victory Clincher Goku (GT),UR,Super,STR,2018-11-21,2018-07-01,na,2023-07-20,No,Yes,10811,10281,6516,13811,13681,9116,13776,13070,8036,16776,16470,10636,"Pure Saiyans, Full Power, Goku's Family, Final Trump Card, Battle of Wits, Turtle School, GT Heroes, Bond of Friendship, Accelerated Battle, Battle of Fate, Bond of Parent and Child, Earth-Bred Fighters",11449,https://dbz-dokkanbattle.fandom.com/wiki/Victory_Clincher_Goku_(GT)
Vigorous Strength Super Saiyan Goten (Kid),UR,Super,TEQ,2021-08-10,2021-04-01,na,na,No,No,11989,10715,6885,14589,14115,9885,na,na,na,na,na,na,"World Tournament, Hybrid Saiyans, Majin Buu Saga, Goku's Family, Youth, Siblings' Bond, Super Saiyans, Kamehameha (Category), Gifted Warriors, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",12178,https://dbz-dokkanbattle.fandom.com/wiki/Vigorous_Strength_Super_Saiyan_Goten_(Kid)
Vile and Violent Turles,UR,Extreme,INT,2016-12-12,2016-08-18,na,na,No,No,12100,9104,6195,15100,12104,9195,na,na,na,na,na,na,"Low-Class Warrior, Movie Bosses, Pure Saiyans, Terrifying Conquerors, Space-Traveling Warriors, Planetary Destruction",1864,https://dbz-dokkanbattle.fandom.com/wiki/Vile_and_Violent_Turles
Vow of Happiness Chi-Chi,UR,Super,STR,2019-04-17,2019-01-16,2022-10-17,2022-08-12,Yes,Yes,9721,9094,6265,12721,12494,8865,12336,11497,7710,15336,14897,10310,"Peppy Gals, World Tournament, Goku's Family, Earthlings, Bond of Parent and Child, Earth-Bred Fighters",11418,https://dbz-dokkanbattle.fandom.com/wiki/Vow_of_Happiness_Chi-Chi
Warrior Race's Resolve Super Saiyan Cabba,UR,Super,STR,2020-05-15,2020-01-14,na,na,No,No,13438,10855,7463,16438,14255,10063,na,na,na,na,na,na,"Universe Survival Saga, Pure Saiyans, Universe 6, Super Saiyans, Bond of Master and Disciple, Exploding Rage, Defenders of Justice",11522,https://dbz-dokkanbattle.fandom.com/wiki/Warrior_Race%27s_Resolve_Super_Saiyan_Cabba
Warrior Shrouded in Darkness Dark Masked King,UR,Extreme,INT,2020-11-19,2020-11-19,na,na,No,No,11995,11047,6477,14995,14047,9477,na,na,na,na,na,na,"Pure Saiyans, Time Travelers, Vegeta's Family, Dragon Ball Heroes, Crossover, Corroded Body and Mind, Storied Figures",12084,https://dbz-dokkanbattle.fandom.com/wiki/Warrior_Shrouded_in_Darkness_Dark_Masked_King
Warrior's True Value Super Saiyan 3 Vegeta,UR,Super,STR,2016-09-20,2016-05-01,2019-04-30,2018-11-27,Yes,Yes,12495,11356,7217,16695,16116,10857,15111,13586,8231,19311,18436,11871,"Super Saiyan 3, Pure Saiyans, Vegeta's Family, Worthy Rivals, Crossover, Gifted Warriors, Power Beyond Super Saiyan, Bond of Parent and Child",1573,https://dbz-dokkanbattle.fandom.com/wiki/Warrior%27s_True_Value_Super_Saiyan_3_Vegeta
Warriors Entrusted with Earth's Fate Super Saiyan Goku/Super Saiyan Gohan (Youth),UR,Super,STR,2022-04-27,2022-04-27,na,na,No,No,15510,14084,7265,18510,17484,9865,na,na,na,na,na,na,"Pure Saiyans, Full Power, Goku's Family, Super Saiyans, Androids-Cell Saga, Kamehameha (Category), Bond of Master and Disciple, Turtle School, Heavenly Events, Bond of Friendship, Accelerated Battle, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters",12429,https://dbz-dokkanbattle.fandom.com/wiki/Warriors_Entrusted_with_Earth%27s_Fate_Super_Saiyan_Goku/Super_Saiyan_Gohan_(Youth)
Watchers of the Cosmos Supreme Kai,UR,Super,TEQ,2019-01-16,2018-10-04,2022-04-08,2021-12-28,Yes,Yes,7791,9186,4979,9351,11226,6779,10014,11879,6254,11574,13919,8054,"Realm of Gods, Majin Buu Saga, Potara",11520,https://dbz-dokkanbattle.fandom.com/wiki/Watchers_of_the_Cosmos_Supreme_Kai
Wayward God Beerus,UR,Super,INT,2018-01-19,2018-04-17,2023-03-23,2023-03-23,Yes,Yes,10837,10095,6623,13837,13095,9623,13586,12613,8061,16586,15613,11061,"Realm of Gods, Movie Bosses, Siblings' Bond, Worthy Rivals, Bond of Master and Disciple, Exploding Rage, Space-Traveling Warriors, Planetary Destruction, Legendary Existence, Battle of Fate",11268,https://dbz-dokkanbattle.fandom.com/wiki/Wayward_God_Beerus
Welcome to Hell Perfect Cell,UR,Extreme,STR,2017-06-07,2016-12-01,2020-01-13,2019-08-06,Yes,Yes,11524,10826,7064,14524,14226,9664,13828,13389,8401,16828,16789,11001,"Resurrected Warriors, Full Power, Androids, Transformation Boost, Time Travelers, Artificial Life Forms, Androids-Cell Saga, Kamehameha (Category), Revenge, Miraculous Awakening, Planetary Destruction, Sworn Enemies, Accelerated Battle, Worldwide Chaos, Battle of Fate",1882,https://dbz-dokkanbattle.fandom.com/wiki/Welcome_to_Hell_Perfect_Cell
Well-Aimed Strike Tien,UR,Super,AGL,2023-02-16,2022-12-15,2023-02-16,2022-12-15,Yes,Yes,10713,9260,5877,12273,11060,7917,13922,11979,7455,15482,13779,9495,"Worthy Rivals, Earthlings, Bond of Friendship, Earth-Bred Fighters",12605,https://dbz-dokkanbattle.fandom.com/wiki/Well-Aimed_Strike_Tien
Whirlwind Strike Super Saiyan 2 Goku,UR,Super,TEQ,2017-01-11,2016-08-10,2020-05-15,2020-01-07,Yes,Yes,10655,9920,6380,13255,13320,9380,13261,12313,7776,15861,15713,10776,"Majin Buu Saga, Pure Saiyans, Goku's Family, Kamehameha (Category), Super Saiyan 2, Turtle School, Mastered Evolution, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",1761,https://dbz-dokkanbattle.fandom.com/wiki/Whirlwind_Strike_Super_Saiyan_2_Goku
Wicked Life Form's Superiority Complex Cell (2nd Form),UR,Extreme,STR,2022-01-03,2021-07-30,na,na,No,No,11788,11128,6476,14788,14528,9076,na,na,na,na,na,na,"Androids, Transformation Boost, Time Travelers, Artificial Life Forms, Androids-Cell Saga, Target: Goku, Power Absorption, Sworn Enemies, Accelerated Battle, Worldwide Chaos",12270,https://dbz-dokkanbattle.fandom.com/wiki/Wicked_Life_Form%27s_Superiority_Complex_Cell_(2nd_Form)
Wimpy Savior Yajirobe,UR,Super,TEQ,2023-04-03,2022-11-30,na,na,No,No,17737,8662,6577,20337,12062,9577,na,na,na,na,na,na,"Earthlings, Saviors, Saiyan Saga, Earth-Bred Fighters",12603,https://dbz-dokkanbattle.fandom.com/wiki/Wimpy_Savior_Yajirobe
Wise Warrior Piccolo,UR,Super,INT,2017-09-18,2017-07-25,na,na,No,No,11481,9360,7220,14481,12360,10220,na,na,na,na,na,na,"Namekians, Representatives of Universe 7, Worthy Rivals, Bond of Master and Disciple, Battle of Wits, Gifted Warriors, Fused Fighters, Earth-Bred Fighters, Super Heroes",11190,https://dbz-dokkanbattle.fandom.com/wiki/Wise_Warrior_Piccolo
Wishing for a Peaceful History Super Saiyan 3 Gohanks (Xeno),UR,Super,INT,2021-11-25,2021-11-25,na,na,No,No,9851,11390,7376,12851,14390,10376,na,na,na,na,na,na,"Fusion, Hybrid Saiyans, Super Saiyan 3, Time Travelers, Dragon Ball Heroes, Crossover, Defenders of Justice, Time Limit, Power Beyond Super Saiyan, Fused Fighters, Earth-Bred Fighters",12329,https://dbz-dokkanbattle.fandom.com/wiki/Wishing_for_a_Peaceful_History_Super_Saiyan_3_Gohanks_(Xeno)
World-Saving Hero Great Saiyaman 4,UR,Super,STR,2019-08-13,2019-06-21,2022-11-22,2022-11-22,Yes,Yes,7946,9310,4745,9746,11350,6305,10221,12045,5941,12021,14085,7501,"Time Travelers, Youth, Kamehameha (Category), Dragon Ball Heroes, Special Pose, Crossover, Defenders of Justice, Earth-Bred Fighters",11726,https://dbz-dokkanbattle.fandom.com/wiki/World-Saving_Hero_Great_Saiyaman_4
"Worth 5,000,000 Zeni Hercule Statue (Diamond)",UR,na,na,2017-07-07,2018-01-29,na,na,No,No,400,na,na,500,na,na,na,na,na,na,na,na,na,11148,"https://dbz-dokkanbattle.fandom.com/wiki/Worth_5,000,000_Zeni_Hercule_Statue_(Diamond)"
Wounded Honor Yamcha,UR,Super,AGL,2017-03-07,2016-04-01,na,na,No,No,7600,7337,5121,9160,9137,7161,na,na,na,na,na,na,"Worthy Rivals, Earthlings, Turtle School, Saiyan Saga, Earth-Bred Fighters",1734,https://dbz-dokkanbattle.fandom.com/wiki/Wounded_Honor_Yamcha
Wrath of the Absolute God Fusion Zamasu,UR,Extreme,TEQ,2017-05-25,2016-12-28,2020-04-29,2020-01-07,Yes,Yes,11318,11694,6083,13918,15094,9083,14273,14768,7378,16873,18168,10378,"Realm of Gods, Potara, Future Saga, Time Travelers, Final Trump Card, Exploding Rage, Worldwide Chaos, Battle of Fate, Fused Fighters, Power of Wishes",1979,https://dbz-dokkanbattle.fandom.com/wiki/Wrath_of_the_Absolute_God_Fusion_Zamasu
Wrathful Eruption Majin Buu (Good),UR,Extreme,STR,2019-01-16,2018-10-04,na,na,No,No,11812,9918,6731,14812,13318,9331,na,na,na,na,na,na,"Resurrected Warriors, Majin Buu Saga, Full Power, Transformation Boost, Time Travelers, Artificial Life Forms, Exploding Rage, Inhuman Deeds, Majin Power, Power Absorption, Gifted Warriors, Storied Figures, Legendary Existence, Sworn Enemies, Worldwide Chaos",11511,https://dbz-dokkanbattle.fandom.com/wiki/Wrathful_Eruption_Majin_Buu_(Good)
Young Saiyan Descendant Super Saiyan Vegeta Jr.,UR,Super,PHY,2019-07-23,2019-02-15,2019-07-23,2019-02-15,Yes,Yes,8299,8117,4678,10699,10517,7078,10542,10325,5570,12942,12725,7970,"World Tournament, Hybrid Saiyans, Vegeta's Family, Youth, Super Saiyans, GT Heroes, Earth-Bred Fighters",11134,https://dbz-dokkanbattle.fandom.com/wiki/Young_Saiyan_Descendant_Super_Saiyan_Vegeta_Jr.
Zealous Offensive Super Saiyan 3 Goku (GT),UR,Super,AGL,2018-06-06,2017-11-30,na,na,No,No,11786,9785,6724,14386,12785,10124,na,na,na,na,na,na,"Super Saiyan 3, Pure Saiyans, Goku's Family, Kamehameha (Category), Turtle School, GT Heroes, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",11277,https://dbz-dokkanbattle.fandom.com/wiki/Zealous_Offensive_Super_Saiyan_3_Goku_(GT)
Zealous Roar Super Saiyan Goku,UR,Super,STR,2018-02-22,2017-09-14,na,na,No,No,11021,9874,6806,14021,13274,9406,na,na,na,na,na,na,"Planet Namek Saga, Pure Saiyans, Full Power, Goku's Family, Super Saiyans, Kamehameha (Category), Exploding Rage, Saviors, Turtle School, Miraculous Awakening, Powerful Comeback, Legendary Existence, Bond of Friendship, Entrusted Will, Battle of Fate, Bond of Parent and Child, Earth-Bred Fighters",11138,https://dbz-dokkanbattle.fandom.com/wiki/Zealous_Roar_Super_Saiyan_Goku
A New Life on Vampa Broly & Cheelai & Lemo,LR,Extreme,PHY,2020-07-27,2020-02-17,na,na,No,No,23575,17275,9744,26975,20275,12344,na,na,na,na,na,na,"Movie Bosses, Joined Forces, Bond of Friendship, Power of Wishes",11900,https://dbz-dokkanbattle.fandom.com/wiki/A_New_Life_on_Vampa_Broly_%26_Cheelai_%26_Lemo
A Promise Made to Kakarot Super Saiyan 2 Vegeta (Angel),LR,Super,PHY,2020-09-16,2020-09-16,na,na,No,No,18688,17825,10913,22088,20825,13513,na,na,na,na,na,na,"Resurrected Warriors, Majin Buu Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, Otherworld Warriors, Super Saiyan 2, All-Out Struggle, Connected Hope, Gifted Warriors, Time Limit, Mastered Evolution, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child",12022,https://dbz-dokkanbattle.fandom.com/wiki/A_Promise_Made_to_Kakarot_Super_Saiyan_2_Vegeta_(Angel)
A Quest That Makes Wishes Come True Bulma (Youth),LR,Super,STR,2023-05-15,2023-05-15,na,na,No,No,25063,13025,14313,28063,16425,16913,na,na,na,na,na,na,"Peppy Gals, Dragon Ball Seekers, Youth, DB Saga, Earthlings, Earth-Bred Fighters, Power of Wishes",12661,https://dbz-dokkanbattle.fandom.com/wiki/A_Quest_That_Makes_Wishes_Come_True_Bulma_(Youth)
A Soul Pumped Up in Battle Goku,LR,Super,AGL,2023-07-25,2023-02-16,na,na,No,No,15075,16935,14419,17675,19935,17819,na,na,na,na,na,na,"Pure Saiyans, Full Power, Goku's Family, Kamehameha (Category), Final Trump Card, Turtle School, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",12616,https://dbz-dokkanbattle.fandom.com/wiki/A_Soul_Pumped_Up_in_Battle_Goku
All or Nothing Super Saiyan God SS Vegito,LR,Super,STR,2018-01-18,2018-03-23,2022-10-20,2022-07-11,Yes,Yes,15613,16090,10894,18613,19490,13494,na,na,na,na,na,na,"Realm of Gods, Potara, Future Saga, Time Travelers, Final Trump Card, Battle of Wits, Time Limit, Accelerated Battle, Battle of Fate, Power Beyond Super Saiyan, Fused Fighters, Super Heroes",11168,https://dbz-dokkanbattle.fandom.com/wiki/All_or_Nothing_Super_Saiyan_God_SS_Vegito
Alternate Ending Super Saiyan Trunks (Future),LR,Super,AGL,2018-12-12,2018-05-30,2022-03-09,2021-11-02,Yes,Yes,15425,16330,12375,18025,19330,15775,na,na,na,na,na,na,"Hybrid Saiyans, Future Saga, Time Travelers, Vegeta's Family, Super Saiyans, Androids-Cell Saga, Bond of Master and Disciple, Revenge, Battle of Wits, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters",11405,https://dbz-dokkanbattle.fandom.com/wiki/Alternate_Ending_Super_Saiyan_Trunks_(Future)
Apex of Supreme Saiyan Power Super Saiyan 4 Goku,LR,Super,AGL,2019-07-09,2019-01-30,2022-08-08,2022-03-01,Yes,Yes,20388,18720,9531,22988,21720,12931,na,na,na,na,na,na,"Shadow Dragon Saga, Pure Saiyans, Goku's Family, Kamehameha (Category), Giant Ape Power, Turtle School, GT Heroes, Bond of Friendship, Accelerated Battle, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",11421,https://dbz-dokkanbattle.fandom.com/wiki/Apex_of_Supreme_Saiyan_Power_Super_Saiyan_4_Goku
Awakened Saiyan Blood Super Saiyan Vegeta,LR,Extreme,INT,2019-03-05,2018-10-31,2022-08-22,2022-04-28,Yes,Yes,16010,16642,11693,19010,19642,14693,na,na,na,na,na,na,"Pure Saiyans, Vegeta's Family, Super Saiyans, Androids-Cell Saga, Battle of Wits, Gifted Warriors, Mastered Evolution",11503,https://dbz-dokkanbattle.fandom.com/wiki/Awakened_Saiyan_Blood_Super_Saiyan_Vegeta
Awakened Super Hero Ultimate Gohan,LR,Super,PHY,2022-12-28,2022-12-28,na,na,No,No,18688,19400,9531,22088,22400,12131,na,na,na,na,na,na,"Hybrid Saiyans, Full Power, Transformation Boost, Movie Heroes, Goku's Family, Siblings' Bond, Kamehameha (Category), Bond of Master and Disciple, Exploding Rage, Connected Hope, Miraculous Awakening, Battle of Fate, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes",12556,https://dbz-dokkanbattle.fandom.com/wiki/Awakened_Super_Hero_Ultimate_Gohan
Awakened True Power Super Saiyan Gohan (Youth),LR,Super,AGL,2019-08-29,2019-08-29,2023-02-23,2023-01-12,Yes,Yes,20813,18890,9106,23413,21890,12506,na,na,na,na,na,na,"Hybrid Saiyans, Full Power, Transformation Boost, Goku's Family, Youth, Super Saiyans, Androids-Cell Saga, Kamehameha (Category), Bond of Master and Disciple, Super Saiyan 2, Exploding Rage, Rapid Growth, All-Out Struggle, Miraculous Awakening, Heavenly Events, Mastered Evolution, Entrusted Will, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",11763,https://dbz-dokkanbattle.fandom.com/wiki/Awakened_True_Power_Super_Saiyan_Gohan_(Youth)
Battle Against Limits Goku (Kaioken),LR,Super,STR,2022-07-26,2022-02-17,na,na,No,No,16138,18295,12188,19138,21695,14788,na,na,na,na,na,na,"Pure Saiyans, Full Power, Goku's Family, Kamehameha (Category), Final Trump Card, All-Out Struggle, Turtle School, Bond of Friendship, Accelerated Battle, Battle of Fate, Saiyan Saga, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",12362,https://dbz-dokkanbattle.fandom.com/wiki/Battle_Against_Limits_Goku_(Kaioken)
Beyond Boundless Power Super Saiyan God SS Goku (Kaioken) & Super Saiyan God SS Evolved Vegeta,LR,Super,PHY,2020-12-04,2020-06-30,na,na,No,No,17625,18295,11444,21025,21295,14044,na,na,na,na,na,na,"Universe Survival Saga, Realm of Gods, Pure Saiyans, Full Power, Representatives of Universe 7, Joined Forces, Kamehameha (Category), All-Out Struggle, Powerful Comeback, Power Beyond Super Saiyan, Bond of Parent and Child, Super Heroes",11999,https://dbz-dokkanbattle.fandom.com/wiki/Beyond_Boundless_Power_Super_Saiyan_God_SS_Goku_(Kaioken)_%26_Super_Saiyan_God_SS_Evolved_Vegeta
Beyond the Ferocious Flash Majin Vegeta,LR,Extreme,AGL,2017-06-12,2017-04-10,2022-01-24,2021-08-12,Yes,Yes,18050,17870,11763,20650,20870,15163,na,na,na,na,na,na,"Resurrected Warriors, Majin Buu Saga, Pure Saiyans, Vegeta's Family, Worthy Rivals, Super Saiyan 2, Final Trump Card, All-Out Struggle, Connected Hope, Corroded Body and Mind, Gifted Warriors, Power Beyond Super Saiyan, Bond of Parent and Child",11016,https://dbz-dokkanbattle.fandom.com/wiki/Beyond_the_Ferocious_Flash_Majin_Vegeta
Beyond the Shining Clouds Gohan (Kid),LR,Super,INT,2023-07-25,2023-02-16,na,na,No,No,16775,15745,15056,19775,18745,18056,na,na,na,na,na,na,"Hybrid Saiyans, Goku's Family, Youth, Bond of Master and Disciple, Giant Ape Power, Saiyan Saga, Bond of Parent and Child, Earth-Bred Fighters",12613,https://dbz-dokkanbattle.fandom.com/wiki/Beyond_the_Shining_Clouds_Gohan_(Kid)
Blazing Love and Burning Justice Great Saiyaman 1 & 2,LR,Super,PHY,2018-08-21,2018-08-21,2021-11-25,2021-07-20,Yes,Yes,16034,12280,12183,19434,15280,14783,na,na,na,na,na,na,"Majin Buu Saga, Joined Forces, Movie Heroes, Special Pose, Defenders of Justice, Bond of Parent and Child, Earth-Bred Fighters",11339,https://dbz-dokkanbattle.fandom.com/wiki/Blazing_Love_and_Burning_Justice_Great_Saiyaman_1_%26_2
Bloodstained Sanctuary Mercenary Tao,LR,Extreme,STR,2021-10-29,2021-07-23,na,na,No,No,18369,13885,12272,21369,17285,14872,na,na,na,na,na,na,"Dragon Ball Seekers, DB Saga, Siblings' Bond, Target: Goku, Earthlings, Sworn Enemies, Earth-Bred Fighters",12234,https://dbz-dokkanbattle.fandom.com/wiki/Bloodstained_Sanctuary_Mercenary_Tao
Boiling Evil Super Janemba,LR,Extreme,PHY,2022-01-17,2021-07-20,na,na,No,No,19750,16850,12188,23150,19850,14788,na,na,na,na,na,na,"Movie Bosses, Transformation Boost, Exploding Rage, Corroded Body and Mind, Accelerated Battle",12259,https://dbz-dokkanbattle.fandom.com/wiki/Boiling_Evil_Super_Janemba
Brazen Courage Gohan (Kid),LR,Super,PHY,2018-02-14,2017-10-28,2020-09-15,2020-03-18,Yes,Yes,17816,14094,9024,21216,17094,11624,na,na,na,na,na,na,"Hybrid Saiyans, Goku's Family, Youth, Bond of Master and Disciple, Giant Ape Power, Bond of Parent and Child, Earth-Bred Fighters",11240,https://dbz-dokkanbattle.fandom.com/wiki/Brazen_Courage_Gohan_(Kid)
Budding Heart Piccolo,LR,Super,INT,2017-03-17,2016-12-22,na,2023-02-17,No,Yes,16300,12030,15100,19300,15030,18100,na,na,na,na,na,na,"Namekians, Worthy Rivals, Bond of Master and Disciple, Battle of Wits, Gifted Warriors, Planetary Destruction, Saiyan Saga, Earth-Bred Fighters",1923,https://dbz-dokkanbattle.fandom.com/wiki/Budding_Heart_Piccolo
Budding Warrior Trunks (Kid) & Goten (Kid),LR,Super,AGL,2018-02-22,2017-09-14,2022-04-21,2022-01-06,Yes,Yes,16988,18040,12081,19588,21040,15481,na,na,na,na,na,na,"Fusion, World Tournament, Hybrid Saiyans, Majin Buu Saga, Joined Forces, Youth, Special Pose, Rapid Growth, Gifted Warriors, Heavenly Events, Time Limit, Bond of Friendship, Entrusted Will, Power Beyond Super Saiyan, Fused Fighters, Bond of Parent and Child, Earth-Bred Fighters",11164,https://dbz-dokkanbattle.fandom.com/wiki/Budding_Warrior_Trunks_(Kid)_%26_Goten_(Kid)
Ceremony of Revenge Super 17,LR,Extreme,TEQ,2021-05-20,2021-05-20,na,na,No,No,19113,16850,12506,21713,20250,15506,na,na,na,na,na,na,"Androids, Artificial Life Forms, Target: Goku, Inhuman Deeds, Power Absorption, GT Bosses, Battle of Fate, Fused Fighters",12209,https://dbz-dokkanbattle.fandom.com/wiki/Ceremony_of_Revenge_Super_17
